WORDCOUNTS,WEIGHT
the,251
pp,234
and,194
of,192
press,141
university,132
new,94
in,88
york,76
a,51
history,44
american,36
paper,33
cloth,33
by,33
s,24
paperback,24
chicago,24
number,22
cambridge,22
war,21
edition,20
books,20
xi,19
john,19
to,19
editors,18
editor,18
c,18
xiv,17
m,16
r,16
l,15
e,14
america,14
oxford,14
xii,14
foreword,14
from,14
politics,13
london,13
world,13
xvi,13
on,13
j,12
ix,12
xviii,12
james,12
historical,12
x,11
de,11
an,11
n,11
ed,11
viii,11
series,11
edinburgh,11
d,11
studies,10
xvii,10
paul,10
culture,10
yale,10
life,10
xx,9
richard,9
w,9
william,9
translated,9
princeton,8
europe,8
i,8
state,8
review,8
century,8
columbia,8
received,8
ancient,8
peter,8
david,8
story,8
haven,8
xiii,7
philadelphia,7
b,7
start,7
society,7
volume,7
other,7
end,7
harvard,7
vii,7
united,7
rev,6
xxi,6
kent,6
october,6
greenhill,6
missouri,6
civil,6
texas,6
pa,6
und,6
paris,6
simon,6
hill,6
with,6
der,6
xxii,6
states,6
north,6
germany,5
church,5
women,5
ii,5
for,5
west,5
xxiii,5
jr,5
westport,5
y,5
im,5
mechanicsburg,5
public,5
et,5
cold,5
la,5
florida,5
reprint,5
power,5
michael,5
xv,5
modem,5
thomas,5
education,5
france,5
lawrence,5
des,5
ohio,5
conn,5
wang,5
washington,5
stackpole,5
medieval,4
anthony,4
pittsburgh,4
h,4
duke,4
cornell,4
du,4
religion,4
robert,4
political,4
roger,4
g,4
ithaca,4
how,4
river,4
mary,4
nebraska,4
p,4
austin,4
durham,4
greenwood,4
schuster,4
los,4
lanham,4
ivan,4
rise,4
stanford,4
lincoln,4
pearson,4
limited,4
asia,4
two,4
law,4
mark,4
contemporary,4
v,4
free,4
california,4
colo,4
penguin,4
ballantine,4
stephen,4
md,4
berkeley,4
anthropology,4
making,4
art,4
middle,4
boston,4
city,4
dee,4
jefferson,4
at,3
democracy,3
o,3
fayard,3
mike,3
di,3
modern,3
boulder,3
assisted,3
railroads,3
voices,3
great,3
last,3
keith,3
daniel,3
westview,3
matthew,3
jack,3
labor,3
andrew,3
janet,3
wiley,3
old,3
clark,3
times,3
pierre,3
leadership,3
