WORDCOUNTS,WEIGHT
the,18
of,17
in,14
my,10
book,9
i,9
and,8
he,7
bryan,7
for,6
a,6
is,6
to,5
his,5
as,5
zimmerman,4
only,4
that,4
hitler,4
s,4
political,4
sleight,3
it,3
distortion,3
however,3
good,3
darwinian,3
theocratic,3
on,3
agenda,3
when,3
even,3
militarism,3
weikart,3
hand,3
from,2
acknowledging,2
own,2
racism,2
me,2
german,2
contest,2
scopes,2
states,2
trial,2
be,2
germany,2
are,2
these,2
claim,2
between,2
sentences,2
research,2
about,2
reasons,2
thank,2
more,2
very,2
thus,2
review,2
admirably,1
where,1
what,1
war,1
mentioned,1
therefore,1
context,1
appears,1
this,1
mostly,1
most,1
there,1
want,1
supports,1
peripheral,1
monkey,1
zimmermann,1
ethics,1
t,1
if,1
persuasive,1
figure,1
wrong,1
distorted,1
darwin,1
although,1
criticize,1
text,1
opponent,1
scholar,1
indulges,1
would,1
also,1
here,1
an,1
wildly,1
setting,1
discuss,1
credibility,1
aspects,1
darwinism,1
undermined,1
escapes,1
chapter,1
again,1
account,1
seeks,1
don,1
views,1
knew,1
some,1
anywhere,1
have,1
absurd,1
fine,1
accuses,1
make,1
whom,1
work,1
indicates,1
repeated,1
by,1
april,1
influence,1
title,1
especially,1
lead,1
eleven,1
admitting,1
obvious,1
could,1
why,1
evolutionary,1
ahr,1
editors,1
opposing,1
united,1
practicing,1
climax,1
twice,1
not,1
two,1
respect,1
eugenics,1
supporting,1
undoubtedly,1
support,1
astonished,1
criticizes,1
up,1
how,1
criticisms,1
thought,1
world,1
figures,1
bizarre,1
historical,1
seeing,1
nazi,1
roots,1
demonstrates,1
recent,1
contains,1
mention,1
genocide,1
value,1
position,1
should,1
emerges,1
history,1
readers,1
andrew,1
nothing,1
do,1
clearly,1
knows,1
though,1
