WORDCOUNTS,WEIGHT
the,6
to,3
david,2
historians,2
in,2
issue,2
pace,2
be,2
do,2
addressing,2
that,2
what,1
successful,1
october,1
especially,1
will,1
would,1
only,1
mission,1
during,1
editor,1
available,1
did,1
amateur,1
ahr,1
well,1
as,1
editors,1
ancillary,1
professional,1
college,1
actually,1
classroom,1
grammatical,1
respond,1
after,1
profession,1
written,1
not,1
insist,1
standard,1
and,1
with,1
tenure,1
wish,1
room,1
those,1
of,1
statements,1
readily,1
english,1
proposes,1
teaching,1
operating,1
