WORDCOUNTS,WEIGHT
the,584
of,323
and,170
to,163
in,149
for,115
a,101
roll,100
delegates,97
o,83
m,82
we,77
mcdonald,75
that,73
not,69
state,63
on,61
economic,60
as,59
votes,59
is,56
this,55
s,54
delegate,54
variables,54
by,51
call,51
calls,49
was,48
from,48
interests,46
each,44
at,42
are,42
were,39
constitutional,38
convention,36
more,35
with,34
or,34
personal,34
vote,33
our,33
other,32
these,31
have,31
their,30
they,29
data,28
sample,28
it,27
all,27
voting,27
new,26
significant,26
be,25
inferences,25
but,24
pennsylvania,24
inferred,24
constitution,23
which,23
same,21
also,21
than,21
ideology,19
because,19
results,19
variable,18
observations,18
states,18
no,17
only,17
attendance,17
he,16
category,16
table,16
economics,16
however,16
beard,16
mcguire,16
used,16
voted,16
national,16
those,16
regression,15
thus,15
regressions,15
may,14
one,14
had,14
could,14
whether,14
using,14
include,14
constituent,14
york,13
if,13
analysis,13
joint,13
infer,13
do,13
except,13
importance,12
interpretation,12
first,12
set,12
based,12
did,12
heckelman,12
dougherty,12
able,12
political,12
recorded,12
percent,12
an,12
perfect,11
model,11
now,11
constituents,11
total,11
constituency,11
north,11
might,11
union,11
carolina,11
people,11
significance,11
three,11
would,11
been,10
consider,10
delegation,10
any,10
government,10
statistically,10
journal,10
favor,9
university,9
baseline,9
choice,9
there,9
population,9
coded,9
own,9
level,9
several,9
even,9
across,8
who,8
percentage,8
position,8
explanatory,8
two,8
yes,8
clause,8
robert,8
districts,8
number,8
well,8
some,8
both,8
presented,8
test,8
behavior,8
american,8
estimates,8
various,7
always,7
rather,7
science,7
english,7
how,7
claimed,7
remaining,7
debtor,7
bias,7
studies,7
marginal,7
then,7
additional,7
every,7
important,7
included,7
found,7
differences,7
census,7
margin,7
pooled,7
method,7
trade,7
code,7
press,7
its,7
time,7
against,7
effects,7
effect,7
when,7
white,7
navigable,6
tests,6
support,6
make,6
jillson,6
factors,6
federal,6
under,6
history,6
into,6
dropped,6
water,6
different,6
believe,6
p,6
inferring,6
present,6
distance,6
values,6
reported,6
part,6
farrand,6
records,6
few,6
potential,6
assumed,6
majority,6
among,6
does,5
second,5
common,5
pe,5
ce,5
still,5
about,5
united,5
considered,5
specification,5
source,5
delaware,5
framers,5
column,5
power,5
logit,5
words,5
out,5
primary,5
conclusions,5
them,5
less,5
see,5
case,5
issue,5
has,5
virginia,5
slaves,5
including,5
example,5
over,5
positions,5
drop,5
pi,5
dropping,5
actually,5
clear,5
individual,5
times,5
sources,5
between,5
research,5
boundaries,5
legislature,5
given,5
separate,5
franklin,4
due,4
without,4
estimated,4
his,4
l,4
result,4
limited,4
mean,4
supplement,4
per,4
similar,4
territory,4
often,4
construction,4
strictly,4
thought,4
individually,4
ci,4
driven,4
must,4
most,4
published,4
quantitative,4
charles,4
members,4
believed,4
evidence,4
strengthen,4
ohsfeldt,4
tariffs,4
true,4
massachusetts,4
very,4
remain,4
separately,4
last,4
particular,4
formation,4
vary,4
prohibit,4
form,4
making,4
material,4
hamilton,4
historians,4
structure,4
maine,4
possible,4
analyzed,4
significantly,4
samples,4
use,4
variation,4
vermont,4
issues,4
hampshire,4
dummy,4
least,4
correct,4
so,4
owner,4
smaller,4
suggest,4
owned,4
claims,4
martin,4
characteristics,4
securities,4
enough,4
find,4
much,4
notes,4
brown,4
tennessee,4
final,3
converge,3
philadelphia,3
independent,3
estate,3
action,3
absent,3
overall,3
revolutionary,3
primarily,3
specifying,3
appear,3
nay,3
study,3
certain,3
represents,3
alternative,3
motivation,3
reason,3
nor,3
whereas,3
coefficients,3
n,3
impact,3
edu,3
argued,3
four,3
show,3
simply,3
veto,3
max,3
consistent,3
origins,3
officer,3
hence,3
western,3
recall,3
here,3
thesis,3
stated,3
larger,3
others,3
eubanks,3
many,3
match,3
consent,3
ratification,3
ideological,3
john,3
historical,3
interpretations,3
passage,3
patterns,3
public,3
following,3
represent,3
ours,3
bailyn,3
within,3
affected,3
combined,3
recently,3
degree,3
biases,3
riley,3
add,3
conclusion,3
kentucky,3
james,3
determine,3
imputed,3
uncoded,3
nonattending,3
governor,3
categories,3
absolute,3
work,3
suggests,3
made,3
differ,3
despite,3
previously,3
indicating,3
laws,3
concern,3
minority,3
findings,3
