WORDCOUNTS,WEIGHT
the,780
of,531
and,487
in,344
to,327
a,291
for,141
academy,136
that,114
new,108
their,106
at,93
on,92
as,91
an,76
s,75
his,70
academies,69
from,66
or,64
with,64
they,60
by,59
see,58
he,56
school,55
it,54
was,54
had,51
were,51
american,49
town,48
schools,47
but,45
students,45
emulation,44
who,44
not,44
one,42
i,42
society,42
history,38
felton,38
farm,38
mass,34
public,34
is,34
parents,33
also,33
would,29
those,28
such,28
more,28
village,27
social,27
education,27
early,27
rural,26
families,26
england,25
massachusetts,25
young,24
its,24
records,24
this,24
while,24
york,23
family,23
ed,23
only,23
morris,23
common,22
some,22
many,22
which,22
over,22
after,21
all,21
deerfield,21
household,20
exhibitions,20
local,20
so,20
james,20
amherst,20
did,20
be,20
than,19
children,19
pupils,19
republic,19
market,18
journal,18
no,18
leicester,18
exhibition,18
households,18
them,18
youth,18
have,18
land,18
between,18
district,17
ambition,17
another,17
north,17
college,16
learning,16
stephen,16
hampshire,16
may,16
female,16
about,16
men,16
transformation,16
life,16
economy,16
atkinson,16
spirit,15
recorded,15
my,15
out,15
work,15
father,15
silas,15
america,15
d,15
other,14
september,14
most,14
could,14
diary,14
others,14
ibid,14
boston,14
into,13
vols,13
even,13
schooling,13
litchfield,13
revolution,13
home,13
national,13
william,13
what,13
among,13
county,12
towns,12
these,12
teachers,12
personal,12
institutions,12
marblehead,12
very,12
her,12
women,12
both,12
peabody,12
before,11
might,11
within,11
daughters,11
envy,11
too,11
cultural,11
part,11
example,11
instruction,11
years,11
are,10
farmer,10
against,10
old,10
n,10
mary,10
found,10
p,10
because,10
well,10
people,10
when,10
sons,10
yet,10
antiquarian,10
book,10
farming,10
charter,10
made,10
john,10
farms,10
recalled,10
historical,10
first,9
labor,9
state,9
thus,9
century,9
andover,9
delivered,9
how,9
few,9
up,9
held,9
good,9
like,9
capitalism,9
trustees,9
property,9
through,9
commercial,9
if,8
connecticut,8
advanced,8
there,8
papers,8
church,8
self,8
general,8
making,8
age,8
ministers,8
lived,8
box,8
june,8
economic,8
sermon,8
same,8
dedham,8
male,8
three,8
especially,8
sometimes,8
dec,8
independence,8
class,8
citizens,8
any,8
girls,8
country,8
liberal,8
went,8
c,8
much,8
should,8
estate,7
e,7
every,7
rested,7
j,7
great,7
careers,7
march,7
central,7
kelly,7
jones,7
deeds,7
exciting,7
w,7
m,7
came,7
own,7
least,7
around,7
transfer,7
f,7
republican,7
april,7
thought,7
classroom,7
culture,7
without,7
two,7
plan,7
minister,7
forms,7
less,7
collections,7
bascom,7
use,7
individual,7
pride,7
we,7
george,7
often,7
united,7
concord,7
became,7
meeting,7
built,7
sawyer,6
center,6
formed,6
character,6
practices,6
address,6
desire,6
farmers,6
real,6
historians,6
sought,6
merchants,6
neighbors,6
student,6
institution,6
parts,6
special,6
praise,6
improvement,6
beyond,6
followed,6
graduates,6
opening,6
called,6
taught,6
opal,6
genealogical,6
quarterly,6
change,6
working,6
small,6
reflected,6
south,6
still,6
competition,6
tax,6
noted,6
power,6
time,6
man,6
private,6
wiscasset,6
success,6
marlborough,6
moral,6
david,6
thomas,6
caleb,6
enlightenment,6
stage,6
daughter,6
peers,6
began,6
joseph,6
founders,6
then,6
drew,6
best,6
boys,6
son,6
preached,6
goals,6
catherine,6
joined,6
states,6
offered,6
themselves,6
creshore,6
roles,6
go,5
child,5
names,5
per,5
told,5
large,5
experience,5
tappan,5
ii,5
give,5
tuition,5
agrarian,5
knight,5
hundred,5
robert,5
has,5
vol,5
opened,5
drive,5
diss,5
ability,5
gendered,5
honest,5
noyes,5
matched,5
proclaimed,5
means,5
university,5
view,5
term,5
punishment,5
further,5
youthful,5
woodbridge,5
wealth,5
provincial,5
residents,5
during,5
place,5
refined,5
graduate,5
jaffee,5
manners,5
buildings,5
order,5
folk,5
maine,5
second,5
sketch,5
toward,5
washburn,5
scholars,5
honor,5
took,5
duties,5
books,5
rustic,5
elite,5
merit,5
b,5
marr,5
period,5
spread,5
him,5
distinction,5
why,5
northern,5
parish,5
build,5
day,5
recollections,5
level,5
world,5
jan,5
our,5
worcester,5
cambridge,5
course,5
appleby,5
speak,5
countryside,4
archives,4
way,4
generous,4
prize,4
former,4
likely,4
library,4
jonathan,4
studies,4
motive,4
western,4
neighborhood,4
rockingham,4
later,4
publick,4
calvinism,4
scholar,4
government,4
expense,4
stand,4
richard,4
