WORDCOUNTS,WEIGHT
the,747
of,535
and,411
in,238
to,216
a,179
that,145
history,88
as,81
american,80
is,76
was,69
new,64
not,64
for,63
by,59
it,58
has,51
on,51
are,51
at,49
have,49
western,47
education,46
which,45
s,44
this,43
we,43
were,42
with,42
from,40
more,39
they,37
he,35
culture,35
but,35
what,35
college,32
i,32
their,32
curriculum,32
no,31
its,31
our,31
be,31
course,30
york,30
an,30
historical,29
been,28
had,27
civilization,26
eliot,26
who,26
world,24
all,23
or,23
see,23
than,22
his,22
university,22
war,22
these,21
those,20
historians,20
students,20
politics,19
study,19
past,19
other,18
people,18
united,18
states,18
civ,17
colleges,16
america,16
such,16
higher,16
many,16
contemporary,16
harvard,16
so,16
canon,15
how,15
president,15
courses,15
should,15
europe,14
journal,14
general,14
when,14
society,14
us,14
classical,14
years,14
canons,14
charles,14
princeton,13
americans,13
decades,13
ideas,13
james,13
european,13
over,13
groups,12
modern,12
into,12
review,12
w,12
cultural,12
will,12
about,12
upon,12
mccosh,12
one,11
against,11
professor,11
columbia,11
liberal,11
literature,11
only,11
would,11
today,11
any,11
report,11
them,11
woodward,11
faculty,11
d,11
recent,11
clio,10
historiography,10
great,10
system,10
some,10
century,10
subjects,10
called,10
out,10
taught,10
own,10
thought,10
longer,10
do,10
december,10
works,10
if,9
studies,9
before,9
being,9
address,9
synthesis,9
there,9
political,9
my,9
universities,9
critics,9
scholars,9
john,9
understanding,9
made,9
often,9
peoples,9
very,9
william,9
much,9
now,8
women,8
thus,8
since,8
old,8
whose,8
esp,8
nation,8
during,8
few,8
once,8
rise,8
social,8
also,8
power,8
like,8
after,8
percent,8
yale,8
fall,8
arts,8
scholarship,8
through,8
vann,8
need,8
c,8
struggle,7
huggins,7
mind,7
most,7
because,7
well,7
part,7
knowledge,7
always,7
fact,7
time,7
become,7
can,7
schlesinger,7
historian,7
must,7
country,7
professors,7
almost,7
debate,7
fixed,6
ii,6
p,6
development,6
learning,6
left,6
may,6
notion,6
academe,6
m,6
state,6
diggins,6
public,6
sense,6
indeed,6
single,6
ancient,6
others,6
idea,6
educated,6
end,6
less,6
free,6
ibid,6
ignored,6
significant,6
black,6
men,6
educational,6
george,6
institutions,6
life,6
itself,6
then,6
simply,6
here,6
washington,6
association,6
campuses,6
traditional,6
democracy,5
truth,5
center,5
large,5
narrative,5
take,5
reading,5
existence,5
eastern,5
kallen,5
kind,5
developments,5
academic,5
elective,5
without,5
rather,5
slavery,5
buchler,5
certain,5
changes,5
latin,5
view,5
could,5
events,5
understood,5
having,5
gave,5
long,5
june,5
core,5
situation,5
schmidt,5
still,5
make,5
reforming,5
pp,5
man,5
never,5
moral,5
language,5
him,5
last,5
presidential,5
me,5
humanities,5
primarily,5
languages,5
cultures,5
trilling,5
shakespeare,5
freedom,5
come,5
campus,5
ultimately,5
until,5
although,5
between,5
common,4
way,4
concerned,4
later,4
essays,4
true,4
english,4
faculties,4
revision,4
first,4
whom,4
give,4
nature,4
mills,4
government,4
atlantic,4
help,4
precisely,4
henry,4
daniel,4
right,4
radicals,4
point,4
diversity,4
complained,4
insisted,4
workers,4
turn,4
immigrants,4
find,4
even,4
deeply,4
decline,4
van,4
privilege,4
levine,4
white,4
means,4
organization,4
established,4
lowell,4
spirit,4
important,4
standards,4
result,4
inaugural,4
explain,4
future,4
purpose,4
example,4
calls,4
department,4
minority,4
place,4
approach,4
good,4
change,4
published,4
whitehead,4
correct,4
wrote,4
april,4
times,4
same,4
disuniting,4
ferment,4
increasingly,4
comprehend,4
science,4
music,4
everything,4
arthur,4
genovese,4
serious,4
bell,4
present,4
horace,4
necessary,4
books,4
another,4
discovery,4
lionel,4
ethnic,4
open,4
reality,4
profession,4
essay,4
david,4
greek,4
began,4
legitimacy,4
discourse,4
series,4
complexity,4
ever,4
colloquy,4
irvin,4
text,4
sciences,4
natural,4
monthly,4
neglected,4
believe,4
best,4
current,4
number,4
u,4
just,4
feb,4
while,4
up,4
became,4
challenges,4
writing,4
think,4
national,4
charged,4
north,4
declared,3
medieval,3
seminary,3
announced,3
e,3
introduction,3
melting,3
federal,3
h,3
former,3
experience,3
either,3
wrong,3
titles,3
j,3
tradition,3
desire,3
throughout,3
deemed,3
robert,3
within,3
case,3
mass,3
possible,3
richard,3
far,3
classics,3
himself,3
beneath,3
conflict,3
explained,3
immediate,3
adopted,3
adams,3
jr,3
keep,3
student,3
look,3
rooted,3
conceptions,3
rules,3
apolitical,3
ordeal,3
reason,3
understand,3
nor,3
argued,3
too,3
foner,3
myths,3
based,3
demise,3
pure,3
equal,3
teacher,3
russell,3
allardyce,3
cheney,3
training,3
related,3
year,3
issues,3
statistics,3
ethnicity,3
least,3
hardly,3
politically,3
small,3
several,3
highereducation,3
concerns,3
lynne,3
scott,3
majority,3
pot,3
humanistic,3
seemed,3
f,3
defended,3
matter,3
inclusive,3
july,3
experiences,3
southern,3
boorstin,3
makes,3
catalog,3
french,3
paul,3
challenge,3
available,3
areas,3
powerless,3
reform,3
inevitably,3
children,3
together,3
diverse,3
eric,3
aug,3
forms,3
enough,3
took,3
nathan,3
where,3
spoke,3
remained,3
previously,3
looking,3
concern,3
survey,3
