0,0,0,0,0,0,0,0,0,17,2285,4153,0,0,6,0,70,0,0,0,136,0,0,0,0,0,0,60,0,0,10,0,649,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,251,2014,79,0,0,0,0,0,20,0,0,0,0,300,0,168,0,0,0,3971,0
0,0,21,0,0,1918,0,0,0,0,11,0,0,0,0,34,1356,0,0,0,319,0,0,0,0,0,0,0,0,0,0,17,1503,0,0,0,0,0,0,305
2598,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,60,0,0,968,3317,0,0,0,0,0,0,0,0,9,0,0,383,0,0,0,0,93,0,0
109,0,0,0,3,0,0,0,0,0,0,118,8,4008,0,0,0,7,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,109,0,0
0,81,0,0,0,0,154,0,320,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,41,0,30,2353,0,0,0,181,0,0,0,0,4,0,0
0,773,0,0,0,933,111,0,0,0,0,0,0,12,0,0,0,0,0,8,210,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,3
0,1225,0,0,63,343,48,6,0,0,0,0,8,0,0,0,0,0,2,0,256,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,32
23,0,0,0,0,0,0,0,0,0,41,0,0,4,0,0,2,0,551,0,58,0,0,0,0,79,0,0,0,0,0,0,210,0,0,0,17,0,0,0
0,0,0,17,0,0,0,0,0,74,0,0,16,0,0,0,0,0,547,4,8,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,1,0,0
0,0,0,149,0,0,0,0,0,5,0,55,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,917,44,0,0,25,0,0,0,0,0,17,0,0,0,315,3,0,0,0,0,0,2
0,0,0,0,0,4,141,0,0,0,46,1703,0,0,2206,0,0,0,0,0,605,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,399
0,0,0,0,0,0,0,0,0,4,10,0,3,4869,519,0,136,234,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,30,0,0,355,2404,0,0,0,0,0,0,27,2423,0,357,2442,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
24,132,0,0,0,27,35,0,0,0,0,0,23,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,0,82,0,0,3832
0,26,0,124,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,45,0,4586,0,0,0,0,0,0,0
0,0,376,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,34,0,0
85,0,1115,191,0,0,0,0,0,0,0,887,0,0,0,0,0,0,0,2,0,1194,0,5,0,0,11,0,0,0,0,234,1095,0,0,76,33,0,0,0
0,0,296,0,0,0,0,0,17,0,0,723,0,0,11,0,0,0,36,0,0,0,331,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,154,0,0,2288,0,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,216,0
0,0,8,0,0,13,0,0,0,0,13,1501,0,0,0,0,28,0,0,0,125,0,0,0,0,0,0,0,0,0,25,0,2179,0,0,0,0,0,0,6953
3465,0,0,0,0,0,0,0,0,165,0,1834,2015,0,40,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,2490,0,0,0,0,0,0,339
129,0,0,0,0,388,0,0,0,0,0,409,10,0,0,0,0,222,0,3,68,0,2490,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,0,0,52
1351,0,0,0,12,0,21,0,0,0,0,0,0,0,85,0,378,0,99,128,2697,0,69,2016,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0
0,1678,2,0,0,0,0,0,0,0,0,171,39,0,0,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,141,0,536,0,0,0,31,0,0,0
0,1441,74,0,0,0,0,0,0,0,0,143,0,9,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,24,224,0,0,0,0,181,0,0
1,0,0,10,0,0,0,0,0,16,0,0,169,0,0,3,54,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,336,43,0,0,0,24,0,0
28,0,0,0,0,0,0,0,0,72,0,0,13,0,0,2,0,0,352,0,0,0,0,0,0,130,0,0,0,0,0,0,131,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,443,0,0,22,12,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
0,0,0,0,0,0,230,0,0,0,0,0,0,49,0,0,971,0,0,0,2070,0,0,0,0,0,0,0,0,3671,0,0,341,0,0,0,0,0,0,1
0,0,0,0,0,0,30,0,0,1097,0,16,0,3102,218,0,0,21,0,0,1913,0,0,0,0,0,0,346,0,0,0,0,0,0,0,9,0,0,839,39
0,0,0,0,0,0,11,0,0,0,408,0,0,0,730,0,61,0,0,0,2033,0,0,0,2278,0,0,0,0,0,0,1176,149,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5666,35,0,14,0,232,0,5,2313,0,0,0,0,0,0,0,0,0,30,0,246,0,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0,0,208,87,585,0,0,0,1737,0,13,2354,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,12,0,0,0
0,252,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,20,0,0
0,1198,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,188,0,0,0,0,938,0,0,0,0,6,13,97
115,1172,0,0,0,0,55,0,10,0,0,208,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,2,0,0,0,0,668,0,0,0,0,0,0,114
0,1607,0,3,0,0,0,0,42,0,0,157,373,0,0,0,2,0,271,0,5,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0
0,0,0,0,0,0,7,0,34,38,939,909,0,0,48,0,100,0,0,0,61,0,0,0,0,0,0,25,0,0,0,0,1010,0,0,0,0,0,0,32
0,27,0,0,0,0,0,35,123,0,58,1173,3,0,0,0,0,0,0,0,13,0,45,0,0,0,0,0,0,0,0,2037,1340,0,0,342,0,2260,0,0
14,2,0,0,0,0,0,0,9,0,68,359,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,428,595,0,0,0,0,586,0,6
162,0,0,0,0,0,0,0,12,0,0,0,0,0,69,0,10,0,0,35,57,0,0,0,0,0,0,23,0,3,0,204,282,0,0,0,0,254,0,0
1,0,63,0,0,0,0,0,219,0,0,514,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,411,0,0,0,0,7,11,0
0,0,0,15,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,268,0,0,379,0,0,0,0
0,0,24,0,0,0,0,0,0,0,113,820,151,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,2,176,512,0,0,0,0,6,0,0
0,0,0,0,34,0,0,25,0,0,0,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,287,311,0,0,0,0,241,0,0
0,0,0,3,0,0,0,7,15,0,76,704,0,0,0,0,0,0,0,70,0,0,0,130,0,1,0,0,0,0,0,603,446,0,0,0,0,27,0,0
76,2,7,0,0,0,0,0,0,50,0,419,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,531,0,0,0,13,650,0,8
0,13,0,0,97,0,0,0,3,0,154,378,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,245,23,0,0,0,0,326,0,0
0,0,14,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,173,0,0,97,0,5,0,0
0,0,0,0,3,0,0,0,204,0,0,1156,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,768,148,0,0,0,0,200,0,0
0,0,0,2,0,2,34,0,0,0,0,0,0,206,0,0,0,0,0,0,1246,0,0,0,0,0,0,37,0,0,0,0,227,0,0,0,0,0,4126,0
0,10,0,0,2502,0,0,247,0,0,0,0,0,0,0,0,0,0,0,136,835,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0
0,230,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,22,0,0
0,1380,0,0,0,0,0,17,0,0,0,398,0,0,0,0,0,0,0,40,0,2,0,0,33,0,0,0,0,0,0,0,63,0,0,602,0,0,0,0
3,798,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,83,0,0,104,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
0,302,0,0,0,0,0,0,13,33,0,9,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,774,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,117,0,0,0,3045,0,0,0,0,0,0,3327,0,0,0,0,98,0,0,0,0,3,508,0
0,0,0,0,0,0,73,0,269,3770,0,0,597,0,0,0,0,0,0,0,855,0,0,0,677,6,0,0,0,0,0,0,1886,0,0,0,0,0,8,0
0,34,0,4334,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,103,317,0,0,0,0,0,64,0
74,0,0,0,66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,70,864,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,16,167,0,5230
77,0,53,0,17,0,0,0,0,0,0,0,0,150,0,67,0,0,0,19,1945,0,0,4169,85,0,0,0,0,0,0,0,30,0,0,351,1001,0,0,0
0,0,575,0,0,0,0,0,63,18,0,1687,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,172,0,0,0,0,0,0,95
68,0,1441,0,0,0,0,0,28,0,0,503,127,0,0,0,0,0,0,0,0,0,49,0,0,0,0,13,0,0,289,0,1346,0,0,0,30,0,0,76
0,0,600,0,0,0,26,3,27,0,0,2402,0,0,6,112,12,0,0,0,530,0,0,0,0,0,0,0,0,0,66,488,198,0,0,0,0,372,0,10
0,0,0,0,0,0,0,5,0,72,0,0,0,0,0,0,0,0,0,427,1618,21,0,0,0,0,0,0,0,0,0,0,244,57,0,0,0,0,3054,7
0,0,0,0,0,2391,34,0,0,0,0,66,0,179,0,0,181,0,0,0,1335,0,0,0,0,0,0,1062,0,0,0,0,1542,0,0,0,0,0,0,0
0,0,0,0,0,400,0,0,0,0,0,0,0,136,0,12,0,0,0,0,1188,0,0,0,16,0,3529,0,0,0,179,0,2184,0,0,0,0,146,0,0
1924,0,0,0,0,0,0,0,0,0,0,0,3047,0,0,0,0,0,0,8,2308,0,0,0,0,0,0,0,0,0,0,0,169,2244,0,0,0,0,0,69
299,0,0,0,0,0,0,0,0,0,0,0,0,14,82,0,0,0,0,67,288,0,0,0,0,14,0,23,460,0,0,0,0,0,0,0,0,0,1027,0
0,0,11,0,0,0,0,0,4,30,0,0,0,0,0,0,0,1,309,0,0,34,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,1,0,38
