WORDCOUNTS,WEIGHT
the,55
of,33
in,26
a,20
to,16
and,15
was,13
lafayette,11
his,10
as,10
he,8
on,6
french,6
did,6
revolution,5
by,5
volume,5
these,5
american,5
at,4
but,4
this,4
an,4
for,4
him,4
with,4
two,3
same,3
first,3
washington,3
that,3
military,3
both,3
who,3
mean,3
force,3
had,3
thing,3
expeditionary,3
than,3
words,3
world,3
general,3
editors,3
may,2
from,2
years,2
papers,2
alliance,2
terms,2
what,2
second,2
troops,2
de,2
only,2
george,2
rather,2
main,2
more,2
sides,2
career,2
newport,2
important,2
honor,2
textual,2
france,2
almost,2
state,2
they,2
army,2
j,2
atlantic,2
charles,2
one,2
analysis,2
succeeded,2
be,2
marquis,2
when,2
much,2
under,2
university,2
history,2
america,2
is,2
were,2
major,2
liberty,2
states,2
different,2
assume,1
increasing,1
placed,1
mary,1
are,1
ed,1
given,1
will,1
persuading,1
fondest,1
it,1
battle,1
critical,1
invasion,1
roger,1
press,1
unique,1
notes,1
them,1
similarities,1
age,1
assigned,1
selected,1
test,1
detachment,1
against,1
emotional,1
analyzing,1
there,1
fourteenth,1
put,1
cause,1
being,1
said,1
friend,1
spring,1
europe,1
rochambeau,1
hopes,1
reviewer,1
bridged,1
errors,1
policy,1
heaped,1
way,1
picture,1
letters,1
chose,1
rural,1
wealthy,1
gentleman,1
meaning,1
eve,1
decided,1
its,1
linda,1
times,1
reconnaissance,1
gravier,1
vergennes,1
dream,1
problems,1
western,1
achievement,1
war,1
revolutionary,1
view,1
also,1
ministry,1
near,1
period,1
going,1
encountered,1
hill,1
aristocrat,1
insisted,1
emerges,1
summer,1
set,1
lee,1
great,1
preparations,1
liberte,1
ii,1
schemes,1
such,1
term,1
projected,1
soothing,1
quinn,1
again,1
might,1
keeping,1
vol,1
busy,1
e,1
priority,1
xli,1
april,1
some,1
responsibilities,1
virginia,1
shortly,1
r,1
have,1
idzerda,1
still,1
provides,1
into,1
sure,1
maintaining,1
unites,1
discussion,1
new,1
strain,1
pages,1
standards,1
contribution,1
result,1
aborted,1
pike,1
close,1
diplomat,1
influence,1
longer,1
leave,1
lead,1
commission,1
upon,1
countries,1
discover,1
athan,1
replaced,1
available,1
editing,1
ithaca,1
conduct,1
head,1
remarkable,1
writings,1
best,1
societies,1
could,1
leaders,1
figure,1
represent,1
seniority,1
plunged,1
lacking,1
young,1
illustrations,1
feelings,1
peak,1
entrusted,1
half,1
about,1
sullivan,1
united,1
evoke,1
selecting,1
ann,1
differences,1
attack,1
chart,1
not,1
became,1
philadelphia,1
respect,1
role,1
altogether,1
billias,1
then,1
fiasco,1
troublesome,1
assembled,1
loyalty,1
british,1
omission,1
though,1
gloire,1
arriving,1
barren,1
high,1
send,1
supplies,1
diplomatic,1
encourage,1
canada,1
john,1
maps,1
reveal,1
documents,1
pp,1
transcribing,1
councils,1
gave,1
journal,1
appendixes,1
because,1
modern,1
serve,1
comte,1
mission,1
england,1
which,1
during,1
dual,1
sprang,1
wanted,1
adding,1
robert,1
we,1
pennsylvania,1
postulated,1
translating,1
favorite,1
response,1
command,1
us,1
wounded,1
commander,1
key,1
another,1
old,1
index,1
february,1
evacuating,1
smith,1
thereafter,1
palmer,1
glory,1
like,1
turned,1
included,1
stanley,1
historical,1
architect,1
planned,1
forces,1
eventually,1
any,1
cornell,1
tradition,1
whether,1
deeper,1
clark,1
however,1
even,1
political,1
monmouth,1
