WORDCOUNTS,WEIGHT
the,652
of,458
in,361
and,360
to,221
that,143
a,138
was,129
for,111
london,98
wealth,97
their,87
debts,87
were,84
as,84
merchant,81
merchants,80
property,80
his,73
had,71
pp,69
have,68
on,68
history,62
with,60
he,59
s,58
or,58
from,58
it,56
economic,55
more,53
credit,51
p,50
they,49
valuations,48
trade,46
goods,46
income,45
subsidy,45
is,45
than,44
capital,44
this,42
inventories,42
business,41
early,40
at,39
per,39
not,38
john,37
been,37
there,36
but,35
be,35
o,34
cent,34
review,34
assessments,32
j,31
m,30
probate,30
up,30
total,29
e,28
society,28
by,28
thomas,28
are,28
money,27
inventory,27
tudor,27
these,27
an,26
r,26
only,26
c,26
also,25
lands,25
century,24
land,24
h,23
i,23
mercer,23
allocation,23
less,22
other,21
taxation,21
fees,21
times,21
fos,20
tied,20
sir,20
pro,20
which,19
those,19
provincial,19
would,19
who,19
between,19
capitalized,18
far,18
william,18
tna,18
city,18
much,18
has,17
very,17
oldland,17
t,17
value,17
all,16
company,16
cloth,16
sp,16
two,16
orphans,16
class,16
worth,16
medieval,15
english,15
some,15
because,15
we,15
owing,14
movables,14
assets,14
overseas,14
included,14
many,14
probably,14
draper,14
do,14
g,13
may,13
n,13
when,13
estates,13
ed,13
towns,13
rents,13
made,13
hopeful,13
table,13
eds,13
d,13
england,12
household,12
even,12
how,12
greater,12
further,12
few,12
tax,12
thrupp,12
successful,12
can,12
growing,12
average,12
among,12
if,11
into,11
sources,11
might,11
vol,11
londoners,11
assessed,11
could,11
well,11
year,11
personal,11
keene,11
did,11
while,11
both,11
most,11
taylor,11
wiltshire,10
alderman,10
aldermen,10
sixteenth,10
interest,10
late,10
members,10
landed,10
investment,10
individual,10
period,10
become,10
over,10
finance,10
schofield,10
either,9
able,9
papers,9
amount,9
loans,9
what,9
l,9
w,9
q,9
no,9
owned,9
therefore,9
under,9
death,9
time,9
years,9
desperate,9
wealthiest,9
must,9
country,9
them,9
almost,9
urban,9
evidence,9
rate,8
ready,8
fifteenth,8
great,8
wealthy,8
richard,8
one,8
lay,8
companies,8
part,8
example,8
status,8
landlords,8
f,8
clothmen,8
considerable,8
see,8
crown,8
kitson,8
any,8
grassby,8
seem,8
