WORDCOUNTS,WEIGHT
the,273
of,194
and,132
in,98
a,88
to,85
burns,69
that,57
s,48
history,47
war,39
as,38
his,36
with,34
is,33
he,31
film,29
this,29
on,28
civil,27
for,25
historians,24
p,23
about,22
has,22
an,22
are,21
not,20
american,16
how,15
by,15
have,15
but,14
be,14
at,13
it,13
some,13
its,12
we,12
historical,11
past,11
ken,11
their,10
was,10
all,10
from,10
our,10
or,9
audience,9
i,9
good,9
between,9
can,9
when,9
who,8
one,8
ward,8
had,8
only,8
many,8
great,8
point,8
own,8
much,8
toplin,8
they,7
thelen,7
most,7
social,7
series,7
well,7
sense,7
does,6
blight,6
litwack,6
himself,6
into,6
historian,6
simply,6
might,6
scholars,6
other,6
robert,6
homer,6
narrative,6
woodward,6
story,6
gallagher,6
epic,6
made,6
david,6
will,5
no,5
if,5
been,5
make,5
artist,5
dialogue,5
why,5
essays,5
itself,5
filmmakers,5
family,5
these,5
filmmaker,5
over,5
book,5
new,5
criticisms,5
very,5
never,5
reviews,5
them,5
through,5
medium,5
black,5
foner,5
always,5
would,5
should,5
final,4
interpretation,4
reconstruction,4
her,4
c,4
certain,4
pp,4
us,4
warren,4
too,4
also,4
than,4
military,4
know,4
did,4
poetry,4
what,4
tragedy,4
making,4
deep,4
artistry,4
millions,4
significance,4
work,4
reunion,4
full,4
years,4
vann,4
there,4
write,4
essay,4
so,4
him,4
revolution,4
kind,4
order,4
viewers,4
old,4
especially,4
june,4
even,4
may,3
nation,3
heroic,3
rather,3
still,3
visual,3
feel,3
photographs,3
former,3
university,3
legacies,3
ed,3
w,3
women,3
boritt,3
volume,3
more,3
clinton,3
voices,3
death,3
academy,3
view,3
seems,3
my,3
television,3
camera,3
penn,3
form,3
interview,3
particular,3
material,3
tension,3
public,3
memory,3
account,3
understanding,3
greatest,3
vast,3
success,3
heart,3
press,3
became,3
era,3
use,3
collection,3
drama,3
people,3
writing,3
relies,3
emancipation,3
which,3
were,3
such,3
three,3
points,3
ability,3
like,3
after,3
imagination,3
several,3
gettysburg,3
telling,3
given,3
those,3
describes,3
professional,3
am,3
according,3
society,3
south,2
horror,2
rights,2
battle,2
foote,2
collaborations,2
betrays,2
wishes,2
done,2
matter,2
way,2
indeed,2
service,2
novelists,2
attention,2
represent,2
decades,2
acknowledged,2
fiction,2
e,2
lost,2
didactic,2
men,2
says,2
yankee,2
